filename,box,class
S2-N0503M00026.jpg,"[645, 0, 1920, 1080]",31
S2-N0503M00026.jpg,"[203, 419, 445, 1016]",31
S2-N0503M00034.jpg,"[686, 0, 1920, 1080]",31
S2-N0503M00034.jpg,"[393, 720, 734, 978]",32
S2-N0503M00035.jpg,"[515, 0, 1920, 1080]",31
S2-N0503M00035.jpg,"[122, 866, 571, 1080]",32
S2-N0503M00036.jpg,"[1, 3, 1920, 1077]",31
S2-N0503M00037.jpg,"[0, 570, 1242, 1080]",31
S2-N0503M00037.jpg,"[1283, 846, 1551, 1078]",24
S2-N0503M00037.jpg,"[0, 0, 1920, 559]",31
S2-N0503M00038.jpg,"[686, 0, 1920, 537]",31
S2-N0503M00038.jpg,"[843, 556, 1101, 1034]",24
S2-N0503M00038.jpg,"[0, 0, 663, 1077]",31
S2-N0503M00039.jpg,"[1107, 361, 1920, 1080]",31
S2-N0503M00039.jpg,"[0, 0, 433, 1080]",31
S2-N0503M00039.jpg,"[792, 387, 1085, 936]",24
S2-N0503M00039.jpg,"[451, 0, 1920, 352]",31
S2-N0503M00040.jpg,"[1089, 0, 1920, 1080]",31
S2-N0503M00040.jpg,"[670, 378, 1002, 999]",24
S2-N0503M00040.jpg,"[0, 0, 659, 1080]",31
S2-N0503M00041.jpg,"[0, 0, 1035, 1080]",31
S2-N0503M00041.jpg,"[1056, 0, 1920, 428]",31
S2-N0503M00041.jpg,"[1056, 443, 1356, 997]",24
S2-N0503M00042.jpg,"[443, 0, 1920, 1080]",31
S2-N0503M00043.jpg,"[1492, 0, 1920, 1080]",31
S2-N0503M00044.jpg,"[1167, 0, 1920, 1080]",31
S2-N0503M00045.jpg,"[1257, 0, 1920, 782]",31
S2-N0503M00046.jpg,"[1160, 0, 1920, 789]",31
S2-N0503M00047.jpg,"[86, 831, 227, 920]",44
S2-N0503M00048.jpg,"[134, 577, 314, 688]",44
S2-N0503M00059.jpg,"[0, 0, 243, 567]",31
S2-N0503M00060.jpg,"[1288, 0, 1920, 1080]",31
S2-N0503M00060.jpg,"[0, 0, 377, 557]",31
S2-N0503M00063.jpg,"[821, 0, 1920, 1080]",31
S2-N0503M00064.jpg,"[694, 0, 1920, 1074]",31
S2-N0503M00065.jpg,"[1315, 0, 1920, 1080]",31
S2-N0503M00067.jpg,"[200, 419, 248, 614]",29
S2-N0503M00080.jpg,"[432, 118, 1107, 612]",31
S2-N0503M00092.jpg,"[0, 0, 1920, 583]",31
S2-N0503M00093.jpg,"[503, 0, 1920, 855]",31
S2-N0503M00093.jpg,"[0, 301, 497, 671]",31
S2-N0503M00094.jpg,"[409, 543, 531, 595]",16
S2-N0503M00094.jpg,"[814, 0, 1916, 847]",31
S2-N0503M00095.jpg,"[966, 772, 1104, 827]",16
S2-N0503M00095.jpg,"[1382, 36, 1920, 1030]",31
S2-N0503M00096.jpg,"[1236, 817, 1361, 873]",16
S2-N0503M00096.jpg,"[0, 179, 342, 738]",20
S2-N0503M00096.jpg,"[1676, 282, 1920, 1020]",31
S2-N0503M00096.jpg,"[0, 0, 283, 295]",38
S2-N0503M00098.jpg,"[1636, 963, 1790, 1028]",16
S2-N0503M00098.jpg,"[30, 379, 658, 872]",20
S2-N0503M00100.jpg,"[496, 0, 1920, 1080]",18
S2-N0503M00101.jpg,"[449, 0, 1554, 1080]",18
S2-N0503M00101.jpg,"[0, 0, 555, 1080]",20
S2-N0503M00102.jpg,"[3, 3, 487, 1076]",20
S2-N0503M00104.jpg,"[0, 535, 599, 1080]",20
S2-N0503M00105.jpg,"[8, 10, 1408, 1080]",20
S2-N0503M00106.jpg,"[715, 518, 1802, 1080]",20
S2-N0503M00106.jpg,"[369, 358, 685, 1080]",31
S2-N0503M00106.jpg,"[0, 0, 667, 861]",20
S2-N0503M00107.jpg,"[329, 0, 728, 1080]",31
S2-N0503M00107.jpg,"[0, 311, 1920, 1080]",20
S2-N0503M00108.jpg,"[686, 241, 1915, 1076]",20
S2-N0503M00108.jpg,"[288, 0, 770, 1080]",31
S2-N0503M00109.jpg,"[0, 0, 591, 406]",20
S2-N0503M00109.jpg,"[121, 0, 1031, 1080]",31
S2-N0503M00109.jpg,"[547, 160, 1920, 1080]",20
S2-N0503M00110.jpg,"[0, 0, 571, 1080]",31
S2-N0503M00110.jpg,"[574, 68, 1920, 1080]",20
S2-N0503M00111.jpg,"[128, 0, 1920, 1080]",20
S2-N0503M00112.jpg,"[0, 0, 1238, 1024]",20
S2-N0503M00112.jpg,"[1073, 116, 1920, 1080]",20
S2-N0503M00113.jpg,"[68, 67, 1893, 979]",20
S2-N0503M00114.jpg,"[0, 0, 1920, 832]",20
S2-N0503M00114.jpg,"[416, 469, 1223, 1080]",31
S2-N0503M00114.jpg,"[1423, 713, 1920, 1080]",31
S2-N0503M00115.jpg,"[10, 7, 1910, 784]",20
S2-N0503M00116.jpg,"[627, 20, 1920, 958]",20
S2-N0503M00116.jpg,"[0, 0, 997, 1080]",31
S2-N0503M00117.jpg,"[1000, 12, 1912, 1069]",20
S2-N0503M00117.jpg,"[3, 0, 1160, 1079]",31
S2-N0503M00118.jpg,"[80, 101, 1884, 973]",20
S2-N0503M00119.jpg,"[0, 335, 511, 937]",20
S2-N0503M00119.jpg,"[1142, 0, 1920, 1080]",20
S2-N0503M00119.jpg,"[432, 97, 1352, 1080]",31
S2-N0503M00120.jpg,"[393, 0, 1344, 1080]",31
S2-N0503M00120.jpg,"[0, 260, 1920, 1075]",20
S2-N0503M00121.jpg,"[0, 15, 1010, 1080]",31
S2-N0503M00121.jpg,"[851, 0, 1920, 1080]",20
S2-N0503M00122.jpg,"[0, 3, 429, 1069]",31
S2-N0503M00122.jpg,"[436, 0, 1919, 1080]",20
S2-N0503M00123.jpg,"[453, 0, 1920, 1079]",20
S2-N0503M00123.jpg,"[0, 0, 636, 1080]",20
S2-N0503M00124.jpg,"[0, 0, 1920, 1068]",20
S2-N0503M00125.jpg,"[117, 10, 1920, 959]",20
S2-N0503M00126.jpg,"[526, 77, 1913, 1039]",20
S2-N0503M00127.jpg,"[23, 65, 1852, 1013]",20
S2-N0503M00128.jpg,"[0, 0, 1592, 1080]",20
S2-N0503M00129.jpg,"[54, 79, 1348, 1020]",20
S2-N0503M00130.jpg,"[0, 0, 689, 1080]",20
S2-N0503M00131.jpg,"[0, 0, 1920, 791]",20
S2-N0503M00131.jpg,"[82, 438, 854, 1080]",31
S2-N0503M00132.jpg,"[0, 0, 1920, 1053]",20
S2-N0503M00133.jpg,"[25, 83, 1919, 1007]",20
S2-N0503M00134.jpg,"[0, 106, 1920, 1080]",20
S2-N0503M00135.jpg,"[0, 120, 1920, 1050]",20
S2-N0503M00136.jpg,"[0, 30, 1920, 1007]",20
S2-N0503M00137.jpg,"[0, 334, 1043, 1080]",31
S2-N0503M00137.jpg,"[1423, 584, 1755, 1079]",31
S2-N0503M00137.jpg,"[0, 0, 1920, 689]",20
S2-N0503M00138.jpg,"[305, 38, 1797, 1011]",20
S2-N0503M00139.jpg,"[0, 0, 1168, 1080]",20
S2-N0503M00140.jpg,"[2, 2, 772, 1029]",20
S2-N0503M00141.jpg,"[534, 598, 1920, 1080]",31
S2-N0503M00143.jpg,"[1111, 311, 1920, 871]",31
S2-N0503M00157.jpg,"[971, 0, 1908, 387]",31
S2-N0503M00157.jpg,"[1056, 643, 1097, 733]",41
S2-N0503M00157.jpg,"[1527, 644, 1615, 838]",41
S2-N0503M00157.jpg,"[1627, 701, 1710, 838]",41
S2-N0503M00158.jpg,"[551, 0, 1920, 585]",31
S2-N0503M00158.jpg,"[509, 95, 822, 323]",20
S2-N0503M00158.jpg,"[985, 591, 1098, 877]",41
S2-N0503M00158.jpg,"[1096, 723, 1175, 837]",41
S2-N0503M00158.jpg,"[535, 680, 589, 786]",41
S2-N0503M00162.jpg,"[0, 0, 1920, 745]",31
S2-N0503M00163.jpg,"[3, 2, 1917, 788]",31
S2-N0503M00164.jpg,"[0, 0, 1920, 939]",31
S2-N0503M00165.jpg,"[1225, 0, 1918, 1075]",31
S2-N0503M00165.jpg,"[8, 2, 1225, 499]",31
S2-N0503M00166.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00167.jpg,"[13, 67, 1793, 948]",31
S2-N0503M00168.jpg,"[627, 0, 1561, 1080]",31
S2-N0503M00169.jpg,"[0, 0, 1920, 1077]",31
S2-N0503M00170.jpg,"[0, 2, 1920, 765]",31
S2-N0503M00171.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00172.jpg,"[2, 0, 1917, 1079]",31
S2-N0503M00173.jpg,"[40, 71, 1862, 595]",31
S2-N0503M00174.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00182.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00183.jpg,"[749, 179, 1334, 1021]",29
S2-N0503M00183.jpg,"[0, 0, 566, 1080]",31
S2-N0503M00183.jpg,"[1345, 0, 1920, 1080]",31
S2-N0503M00184.jpg,"[282, 0, 1279, 999]",31
S2-N0503M00185.jpg,"[3, 0, 1920, 1077]",31
S2-N0503M00186.jpg,"[33, 69, 1586, 1007]",31
S2-N0503M00187.jpg,"[3, 0, 888, 1080]",31
S2-N0503M00187.jpg,"[890, 726, 1853, 1028]",20
S2-N0503M00193.jpg,"[1299, 197, 1658, 556]",18
S2-N0503M00193.jpg,"[0, 92, 1297, 536]",20
S2-N0503M00194.jpg,"[1319, 177, 1685, 528]",18
S2-N0503M00194.jpg,"[1309, 345, 1518, 476]",18
S2-N0503M00194.jpg,"[0, 57, 1329, 395]",20
S2-N0503M00195.jpg,"[1491, 127, 1898, 523]",18
S2-N0503M00195.jpg,"[250, 41, 1525, 363]",20
S2-N0503M00200.jpg,"[86, 6, 701, 1079]",31
S2-N0503M00200.jpg,"[1034, 15, 1920, 383]",20
S2-N0503M00201.jpg,"[0, 0, 235, 953]",31
S2-N0503M00201.jpg,"[689, 3, 1918, 412]",20
S2-N0503M00203.jpg,"[0, 0, 1297, 1080]",31
S2-N0503M00203.jpg,"[1457, 151, 1920, 658]",20
S2-N0503M00203.jpg,"[1692, 720, 1920, 940]",27
S2-N0503M00204.jpg,"[90, 0, 1258, 1080]",31
S2-N0503M00204.jpg,"[1698, 350, 1920, 756]",20
S2-N0503M00204.jpg,"[1562, 898, 1693, 961]",35
S2-N0503M00205.jpg,"[321, 0, 1315, 1080]",31
S2-N0503M00205.jpg,"[0, 0, 455, 611]",31
S2-N0503M00205.jpg,"[1671, 342, 1920, 793]",20
S2-N0503M00207.jpg,"[463, 0, 1403, 1080]",31
S2-N0503M00207.jpg,"[1417, 346, 1920, 696]",20
S2-N0503M00208.jpg,"[210, 0, 1182, 1080]",31
S2-N0503M00208.jpg,"[1355, 235, 1918, 689]",20
S2-N0503M00209.jpg,"[58, 62, 944, 591]",31
S2-N0503M00209.jpg,"[1346, 295, 1805, 620]",20
S2-N0503M00210.jpg,"[0, 0, 837, 1080]",31
S2-N0503M00210.jpg,"[835, 611, 932, 806]",31
S2-N0503M00210.jpg,"[932, 687, 996, 806]",31
S2-N0503M00210.jpg,"[1252, 224, 1920, 673]",20
S2-N0503M00211.jpg,"[1223, 317, 1920, 671]",20
S2-N0503M00211.jpg,"[0, 0, 790, 1080]",31
S2-N0503M00211.jpg,"[1083, 803, 1186, 857]",35
S2-N0503M00212.jpg,"[745, 364, 1110, 681]",20
S2-N0503M00212.jpg,"[1382, 316, 1920, 654]",20
S2-N0503M00212.jpg,"[0, 0, 498, 1080]",31
S2-N0503M00212.jpg,"[586, 820, 691, 873]",35
S2-N0503M00213.jpg,"[557, 152, 1920, 675]",20
S2-N0503M00213.jpg,"[0, 424, 309, 1000]",31
S2-N0503M00213.jpg,"[383, 814, 502, 871]",35
S2-N0503M00214.jpg,"[1379, 28, 1920, 557]",20
S2-N0503M00214.jpg,"[603, 67, 1026, 587]",20
S2-N0503M00214.jpg,"[0, 503, 383, 742]",31
S2-N0503M00214.jpg,"[434, 747, 556, 808]",35
S2-N0503M00215.jpg,"[723, 0, 1246, 546]",20
S2-N0503M00215.jpg,"[1696, 0, 1920, 560]",20
S2-N0503M00215.jpg,"[0, 164, 108, 762]",31
S2-N0503M00215.jpg,"[106, 404, 494, 725]",31
S2-N0503M00215.jpg,"[540, 720, 674, 786]",35
S2-N0503M00216.jpg,"[0, 686, 336, 946]",31
S2-N0503M00216.jpg,"[600, 173, 1192, 784]",20
S2-N0503M00216.jpg,"[1602, 193, 1920, 756]",20
S2-N0503M00216.jpg,"[385, 964, 530, 1042]",35
S2-N0503M00217.jpg,"[572, 217, 1274, 842]",20
S2-N0503M00217.jpg,"[1657, 264, 1920, 812]",20
S2-N0503M00217.jpg,"[0, 749, 149, 1052]",31
S2-N0503M00218.jpg,"[0, 167, 567, 1080]",31
S2-N0503M00218.jpg,"[872, 128, 1689, 834]",20
S2-N0503M00219.jpg,"[1412, 193, 1920, 790]",20
S2-N0503M00219.jpg,"[0, 0, 782, 1080]",31
S2-N0503M00220.jpg,"[413, 0, 1920, 1080]",31
S2-N0503M00221.jpg,"[422, 0, 1920, 1080]",31
S2-N0503M00222.jpg,"[431, 0, 1920, 1080]",31
S2-N0503M00223.jpg,"[276, 0, 1920, 1080]",31
S2-N0503M00224.jpg,"[312, 0, 1322, 502]",20
S2-N0503M00225.jpg,"[0, 25, 1035, 685]",20
S2-N0503M00225.jpg,"[1450, 248, 1908, 712]",20
S2-N0503M00226.jpg,"[0, 138, 712, 812]",20
S2-N0503M00226.jpg,"[1250, 425, 1920, 855]",20
S2-N0503M00227.jpg,"[0, 207, 1920, 970]",20
S2-N0503M00228.jpg,"[0, 311, 664, 1080]",20
S2-N0503M00228.jpg,"[1106, 655, 1920, 1080]",20
S2-N0503M00229.jpg,"[0, 592, 613, 1080]",20
S2-N0503M00231.jpg,"[762, 54, 1033, 1080]",18
S2-N0503M00232.jpg,"[836, 0, 1080, 1080]",18
S2-N0503M00233.jpg,"[0, 656, 649, 1080]",20
S2-N0503M00234.jpg,"[121, 347, 1456, 1080]",20
S2-N0503M00234.jpg,"[1466, 566, 1920, 1080]",20
S2-N0503M00235.jpg,"[638, 0, 1920, 806]",20
S2-N0503M00241.jpg,"[0, 2, 1752, 1080]",31
S2-N0503M00242.jpg,"[0, 0, 1920, 846]",31
S2-N0503M00243.jpg,"[0, 0, 1920, 866]",31
S2-N0503M00244.jpg,"[74, 0, 1120, 1080]",31
S2-N0503M00244.jpg,"[1351, 59, 1920, 1080]",31
S2-N0503M00245.jpg,"[0, 0, 897, 1080]",31
S2-N0503M00245.jpg,"[867, 0, 1920, 1080]",31
S2-N0503M00246.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00247.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00248.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00249.jpg,"[15, 65, 1650, 924]",31
S2-N0503M00250.jpg,"[4, 4, 1534, 1080]",31
S2-N0503M00251.jpg,"[0, 0, 1155, 1080]",31
S2-N0503M00252.jpg,"[129, 187, 1920, 1080]",31
S2-N0503M00253.jpg,"[0, 0, 1339, 770]",31
S2-N0503M00254.jpg,"[0, 0, 1042, 742]",31
S2-N0503M00256.jpg,"[448, 332, 578, 596]",41
S2-N0503M00257.jpg,"[105, 400, 286, 728]",41
S2-N0503M00258.jpg,"[574, 486, 1920, 1080]",18
S2-N0503M00259.jpg,"[524, 321, 1920, 1080]",18
S2-N0503M00260.jpg,"[1368, 0, 1920, 658]",18
S2-N0503M00260.jpg,"[0, 0, 726, 1080]",31
S2-N0503M00261.jpg,"[935, 1, 1920, 998]",18
S2-N0503M00262.jpg,"[0, 0, 1920, 862]",31
S2-N0503M00263.jpg,"[0, 0, 1920, 904]",31
S2-N0503M00265.jpg,"[0, 0, 1920, 933]",31
S2-N0503M00266.jpg,"[0, 0, 1920, 889]",31
S2-N0503M00267.jpg,"[0, 0, 598, 250]",31
S2-N0503M00267.jpg,"[542, 19, 1181, 362]",31
S2-N0503M00268.jpg,"[333, 338, 591, 503]",11
S2-N0503M00268.jpg,"[737, 1, 1918, 488]",31
S2-N0503M00268.jpg,"[15, 157, 698, 344]",31
S2-N0503M00269.jpg,"[501, 358, 820, 515]",11
S2-N0503M00269.jpg,"[950, 0, 1920, 710]",31
S2-N0503M00269.jpg,"[0, 0, 937, 469]",31
S2-N0503M00270.jpg,"[588, 357, 828, 517]",11
S2-N0503M00270.jpg,"[13, 69, 1150, 456]",31
S2-N0503M00270.jpg,"[1162, 97, 1833, 756]",31
S2-N0503M00271.jpg,"[588, 338, 962, 499]",11
S2-N0503M00271.jpg,"[1216, 0, 1920, 949]",31
S2-N0503M00271.jpg,"[0, 0, 412, 397]",31
S2-N0503M00271.jpg,"[412, 76, 1327, 455]",31
S2-N0503M00272.jpg,"[728, 323, 855, 478]",11
S2-N0503M00272.jpg,"[1356, 0, 1920, 602]",31
S2-N0503M00272.jpg,"[0, 0, 511, 354]",31
S2-N0503M00272.jpg,"[506, 57, 1348, 388]",31
S2-N0503M00273.jpg,"[799, 312, 920, 467]",11
S2-N0503M00273.jpg,"[2, 0, 603, 342]",31
S2-N0503M00273.jpg,"[603, 42, 1395, 371]",31
S2-N0503M00273.jpg,"[1472, 0, 1920, 586]",31
S2-N0503M00274.jpg,"[934, 290, 1066, 454]",11
S2-N0503M00274.jpg,"[0, 0, 747, 370]",31
S2-N0503M00274.jpg,"[719, 211, 1499, 357]",31
S2-N0503M00274.jpg,"[1619, 0, 1920, 533]",31
S2-N0503M00275.jpg,"[118, 1, 1920, 485]",31
S2-N0503M00276.jpg,"[666, 0, 1920, 545]",31
S2-N0503M00277.jpg,"[570, 279, 759, 508]",11
S2-N0503M00277.jpg,"[0, 0, 1282, 394]",31
S2-N0503M00277.jpg,"[1274, 0, 1920, 593]",31
S2-N0503M00280.jpg,"[0, 0, 1920, 780]",31
S2-N0503M00281.jpg,"[40, 89, 1191, 599]",31
S2-N0503M00281.jpg,"[1172, 222, 1905, 565]",31
S2-N0503M00285.jpg,"[781, 88, 1915, 413]",31
S2-N0503M00285.jpg,"[44, 0, 791, 347]",31
S2-N0503M00286.jpg,"[0, 0, 785, 526]",31
S2-N0503M00286.jpg,"[755, 60, 1920, 396]",31
S2-N0503M00287.jpg,"[0, 0, 668, 348]",31
S2-N0503M00287.jpg,"[672, 22, 1920, 391]",31
S2-N0503M00288.jpg,"[0, 0, 621, 287]",31
S2-N0503M00288.jpg,"[596, 0, 1613, 337]",31
S2-N0503M00288.jpg,"[1610, 0, 1920, 323]",31
S2-N0503M00289.jpg,"[0, 0, 1920, 506]",31
S2-N0503M00290.jpg,"[0, 0, 1920, 520]",31
S2-N0503M00291.jpg,"[515, 197, 1617, 400]",31
S2-N0503M00291.jpg,"[3, 0, 508, 435]",31
S2-N0503M00296.jpg,"[0, 0, 354, 394]",31
S2-N0503M00296.jpg,"[353, 0, 1920, 525]",31
S2-N0503M00297.jpg,"[0, 0, 1920, 541]",31
S2-N0503M00298.jpg,"[774, 0, 1920, 320]",31
S2-N0503M00304.jpg,"[1650, 22, 1917, 144]",31
S2-N0503M00304.jpg,"[1425, 60, 1641, 155]",31
S2-N0503M00304.jpg,"[1075, 79, 1349, 156]",31
S2-N0503M00304.jpg,"[69, 0, 1041, 305]",31
S2-N0503M00305.jpg,"[129, 0, 1329, 711]",31
S2-N0503M00305.jpg,"[1334, 0, 1920, 329]",31
S2-N0503M00306.jpg,"[0, 0, 1920, 1030]",31
S2-N0503M00307.jpg,"[0, 0, 1440, 999]",31
S2-N0503M00307.jpg,"[1510, 267, 1920, 448]",31
S2-N0503M00308.jpg,"[0, 0, 1222, 954]",31
S2-N0503M00308.jpg,"[1333, 44, 1920, 459]",31
S2-N0503M00310.jpg,"[1289, 0, 1920, 512]",31
S2-N0503M00310.jpg,"[251, 44, 1296, 463]",31
S2-N0503M00322.jpg,"[0, 0, 1920, 436]",31
S2-N0503M00323.jpg,"[0, 45, 1187, 405]",31
S2-N0503M00323.jpg,"[1302, 70, 1907, 389]",31
S2-N0503M00324.jpg,"[0, 89, 1073, 364]",31
S2-N0503M00324.jpg,"[1073, 89, 1906, 362]",31
S2-N0503M00325.jpg,"[0, 0, 1920, 337]",31
S2-N0503M00326.jpg,"[0, 0, 1920, 454]",31
S2-N0503M00327.jpg,"[0, 2, 1383, 275]",31
S2-N0503M00328.jpg,"[0, 0, 727, 828]",31
S2-N0503M00328.jpg,"[713, 0, 1920, 551]",31
S2-N0503M00329.jpg,"[389, 0, 1108, 1080]",31
S2-N0503M00329.jpg,"[1153, 0, 1920, 732]",31
S2-N0503M00330.jpg,"[0, 0, 1500, 916]",31
S2-N0503M00330.jpg,"[1550, 374, 1920, 869]",31
S2-N0503M00331.jpg,"[724, 89, 1573, 1078]",31
S2-N0503M00331.jpg,"[1584, 514, 1920, 959]",31
S2-N0503M00331.jpg,"[4, 139, 427, 771]",31
S2-N0503M00332.jpg,"[0, 331, 1920, 1080]",31
S2-N0503M00333.jpg,"[0, 0, 962, 1075]",31
S2-N0503M00333.jpg,"[965, 91, 1920, 991]",31
S2-N0503M00334.jpg,"[0, 371, 1920, 1032]",31
S2-N0503M00353.jpg,"[23, 199, 756, 703]",31
S2-N0503M00353.jpg,"[805, 144, 1856, 956]",31
S2-N0503M00354.jpg,"[0, 412, 706, 771]",31
S2-N0503M00354.jpg,"[740, 16, 1898, 1050]",31
S2-N0503M00356.jpg,"[725, 0, 1920, 1080]",31
S2-N0503M00356.jpg,"[0, 292, 698, 770]",31
S2-N0503M00357.jpg,"[0, 0, 900, 573]",31
S2-N0503M00357.jpg,"[983, 0, 1920, 1080]",31
S2-N0503M00358.jpg,"[36, 83, 1115, 526]",31
S2-N0503M00359.jpg,"[0, 0, 1386, 613]",31
S2-N0503M00361.jpg,"[0, 90, 1048, 733]",31
S2-N0503M00361.jpg,"[1032, 233, 1920, 833]",31
S2-N0503M00362.jpg,"[0, 157, 1920, 803]",31
S2-N0503M00363.jpg,"[11, 87, 1384, 793]",31
S2-N0503M00363.jpg,"[1333, 387, 1905, 842]",31
S2-N0503M00364.jpg,"[0, 363, 1719, 761]",31
S2-N0503M00365.jpg,"[1105, 179, 1905, 752]",31
S2-N0503M00365.jpg,"[0, 177, 1090, 725]",31
S2-N0503M00366.jpg,"[658, 70, 1920, 777]",31
S2-N0503M00366.jpg,"[0, 175, 594, 444]",20
S2-N0503M00367.jpg,"[658, 743, 864, 887]",11
S2-N0503M00367.jpg,"[1005, 279, 1346, 549]",20
S2-N0503M00367.jpg,"[1341, 44, 1920, 942]",31
S2-N0503M00367.jpg,"[9, 121, 1039, 1080]",31
S2-N0503M00369.jpg,"[0, 227, 1920, 1080]",31
S2-N0503M00369.jpg,"[53, 0, 1713, 278]",31
S2-N0503M00370.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00371.jpg,"[1204, 0, 1920, 1080]",31
S2-N0503M00371.jpg,"[0, 0, 1137, 1080]",31
S2-N0503M00372.jpg,"[1, 48, 1891, 1016]",31
S2-N0503M00374.jpg,"[600, 0, 1920, 983]",31
S2-N0503M00374.jpg,"[0, 431, 606, 896]",31
S2-N0503M00375.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00376.jpg,"[0, 0, 1920, 1080]",31
S2-N0503M00377.jpg,"[609, 713, 1114, 992]",11
S2-N0503M00377.jpg,"[615, 314, 1144, 477]",20
S2-N0503M00377.jpg,"[0, 0, 617, 1080]",31
S2-N0503M00377.jpg,"[1577, 455, 1920, 819]",31
S2-N0503M00378.jpg,"[35, 73, 1836, 520]",31
S2-N0503M00379.jpg,"[919, 0, 1920, 526]",31
S2-N0503M00381.jpg,"[1196, 0, 1920, 612]",31
S2-N0503M00381.jpg,"[225, 167, 1183, 767]",30
S2-N0503M00382.jpg,"[291, 452, 1295, 845]",30
S2-N0503M00382.jpg,"[1355, 0, 1920, 650]",31
S2-N0503M00383.jpg,"[495, 418, 1920, 875]",30
S2-N0503M00384.jpg,"[765, 393, 1920, 902]",30
S2-N0503M00385.jpg,"[809, 364, 1920, 975]",30
S2-N0503M00386.jpg,"[805, 286, 1917, 1077]",30
S2-N0503M00387.jpg,"[897, 0, 1920, 1080]",30
S2-N0503M00390.jpg,"[229, 185, 408, 320]",18
S2-N0503M00390.jpg,"[1771, 1, 1822, 634]",29
S2-N0503M00391.jpg,"[159, 156, 353, 319]",18
S2-N0503M00393.jpg,"[1606, 0, 1881, 860]",29
S2-N0503M00407.jpg,"[844, 378, 1687, 734]",11
S2-N0503M00407.jpg,"[543, 0, 693, 1080]",29
S2-N0503M00407.jpg,"[760, 172, 870, 872]",29
S2-N0503M00407.jpg,"[1576, 134, 1685, 837]",29
S2-N0503M00408.jpg,"[794, 447, 1548, 842]",11
S2-N0503M00408.jpg,"[422, 0, 782, 1080]",29
S2-N0503M00408.jpg,"[1554, 255, 1624, 992]",29
S2-N0503M00410.jpg,"[595, 447, 1500, 859]",11
S2-N0503M00410.jpg,"[490, 126, 612, 1043]",29
S2-N0503M00410.jpg,"[1493, 193, 1589, 1029]",29
S2-N0503M00413.jpg,"[519, 346, 1444, 809]",11
S2-N0503M00413.jpg,"[1250, 0, 1378, 1021]",29
